offset,texto,tamanho_bytes
0x16cb97,of plutonium disposal.,22
0x16cbf2,nuclear waste.,14
0x16cc7e,waste.,6
0x16cce0,93-94%.,7
0x16cd1c,designed for military applications.,35
0x16cd9c,about 60%.,10
0x16cdf9,military applications.,22
0x16ce65,reactor grade plutonium.,24
0x16cefe,nuclear fuel.,13
0x16cf97,piercing anti-tank rounds.,26
0x16d032,armor-piercing weapon.,22
0x16d079,a hot knife through butter.,27
0x16d0ec,"when absorbed into a body,",26
0x16d15e,damage.,7
0x16d1e5,poisoning and other illnesses.,30
0x16d277,"genetic damage,",15
0x16d292,..but the results were inconclusive.,36
0x16d33d,ut the government will not admit it...,38
0x16d3d3,"such as Americium and Neptunium,",32
0x16d453,half lives.,11
0x16d4e2,with it.,8
0x16d51c,treatment has yet to be established.,36
0x16d54e,711,7
0x16d565,7111,9
0x16d578,5ﾍ0,6
0x16d580,811,6
0x16d58d,ﾚ0,4
0x16d5ff,ass destruction.,16
0x16d68f,combatants.,11
0x16d6f5,ash.,4
0x16d72b,vil.,4
0x16d848,arth...,7
0x16d8a1,ears.,5
0x16d91f,not later used.,16
0x16d98f,oubt about it.,14
0x16d9f9,r our heads.,12
0x16db14,rth...,6
0x16db6d,ars.,4
0x16dbe1,ot later used.,14
0x16dc50,ubt about it.,13
0x16dcba,our heads.,11
0x16dd31,ss destruction.,15
0x16ddc1,ombatants.,10
0x16dea5,#d0,5
0x16df16,radioactive nuclear waste water.,32
0x16dfb3,exposure could be fatal.,24
0x16dffc,processing facility.,20
0x16e06c,dismantled nuclear warheads...,30
0x16e0ce,71	1,6
0x16e13e,"aste product,",13
0x16e17c,"oxic, radioactive compounds.",28
0x16e21f,hree centuries.,15
0x16e238,71	1,6
0x16e2a8,pecial containers...,20
0x16e30b,nderground water.,17
0x16e378,ave an effective disposal solution.,35
0x16e3f5,ntention of ever processing it.,31
0x16e44a,he sand. No?,12
0x16e460,71	1,6
0x16e4f0,ixed oxide (MOX) fuel...,24
0x16e53f,sually in the form of glass logs.,33
0x16e5b5,ranium. It is also highly toxic.,32
0x16e633,imes what it currently is.,26
0x16e6d0,he nuclear reactors.,20
0x16e741,e hijacked by terrorists...,27
0x16e7b6,f plutonium disposal.,21
0x16e7d5,71	1,6
0x16e81c,uclear waste.,13
0x16e8a8,aste.,5
0x16e90a,3-94%.,6
0x16e946,esigned for military applications.,34
0x16e9c6,bout 60%.,9
0x16ea23,ilitary applications.,21
0x16ea8f,eactor grade plutonium.,23
0x16eb28,uclear fuel.,12
0x16eb3e,71	1,6
0x16ebcc,iercing anti-tank rounds.,25
0x16ec67,rmor-piercing weapon.,21
0x16ecae,hot knife through butter.,26
0x16ed21,"hen absorbed into a body,",25
0x16ed93,amage.,6
0x16ee1a,oisoning and other illnesses.,29
0x16eeac,"enetic damage,",14
0x16eec7,.but the results were inconclusive.,35
0x16ef72,t the government will not admit it...,37
0x16efa1,71	1,6
0x16f013,"uch as Americium and Neptunium,",31
0x16f093,alf lives.,10
0x16f122,ith it.,7
0x16f15c,reatment has yet to be established.,35
0x16f1fa,"ste product,",12
0x16f238,"xic, radioactive compounds.",27
0x16f2db,ree centuries.,14
0x16f359,ecial containers...,19
0x16f3bc,derground water.,16
0x16f429,ve an effective disposal solution.,34
0x16f4a6,tention of ever processing it.,30
0x16f4fb,e sand. No?,11
0x16f596,xed oxide (MOX) fuel...,23
0x16f5e5,ually in the form of glass logs.,32
0x16f65b,anium. It is also highly toxic.,31
0x16f6d9,mes what it currently is.,25
0x16f776,e nuclear reactors.,19
0x16f7e7,hijacked by terrorists...,26
0x16f85c,plutonium disposal.,20
0x16f8b7,clear waste.,12
0x16f943,ste.,4
0x16f9a5,-94%.,5
0x16f9e1,signed for military applications.,33
0x16fa61,out 60%.,8
0x16fabe,litary applications.,20
0x16fb2a,actor grade plutonium.,22
0x16fbc3,clear fuel.,11
0x16fc5c,ercing anti-tank rounds.,24
0x16fcf7,mor-piercing weapon.,20
0x16fd3f,ot knife through butter.,24
0x16fdb1,"en absorbed into a body,",24
0x16feaa,isoning and other illnesses.,28
0x16ff3c,"netic damage,",13
0x16ff57,but the results were inconclusive.,34
0x170002,the government will not admit it...,36
0x170098,"ch as Americium and Neptunium,",30
0x170118,lf lives.,9
0x1701a7,th it.,6
0x1701e1,eatment has yet to be established.,34
0x170212,711,6
0x170229,7111,8
0x1702b2,s destruction.,14
0x170342,mbatants.,9
0x1704fb,th...,5
0x1705d3,t later used.,13
0x170642,bt about it.,12
0x1706ad,ur heads.,9
0x170894,later used.,12
0x170903,t about it.,11
0x17096e,r heads.,8
0x1709e4,destruction.,13
0x170a74,batants.,8
0x170b63,W70,6
0x170dc3,s well.,7
0x170e4f,y to accept.,12
0x170f93,g a nuclear weapon?,19
0x170ff9,er can I...,11
0x171044,ou with information...,22
0x17123f,Security cameras? Da.,21
0x1712cc,Nyou will be able to disable it.,32
0x171545,well.,6
0x1715d1,to accept.,11
0x171715,a nuclear weapon?,18
0x17177b,r can I...,10
0x1717c6,u with information...,21
0x171988,I0B1,9
0x171a4e,ever be eliminated.,19
0x171abf,on as the ultimate goal.,24
0x171b57,on...,5
0x171bbf,rrence theory.,14
0x171c86,een more than enough of it...,29
0x171d0f,"il 26, 1986.",12
0x171d32,an...,5
0x171dba,s north of there.,17
0x171e8c,ldren died...,13
0x171fb4,nt that keeps us alive.,23
0x17200f,et another generation.,22
0x1720cf,omething similar.,17
0x172158,"zing agents, so...",18
0x172225,invades an animal's nerves.,28
0x1722a8,re tremendous.,14
0x172340,the case of a leak.,20
0x1723da,tter try to shake it off.,25
0x172488,ns Command Pistol.,18
0x172515,dule) for night-time combat.,28
0x172595,elp you aim.,12
0x1725d9,"uip that, too.",14
0x172785,ort of thing.,13
0x172851,nents temporarily.,18
0x1729b2,nd frequency responses.,23
0x1729df,use electronic equipment.,25
0x172ae1,beforehand.,12
0x172cc3,any way you want.,18
0x172d09,"ive power of dynamite,",22
0x172d88,urned or beaten.,16
0x172dc7,"r, yes?",7
0x172e53,rce.,4
0x172e91,ay when it goes off.,20
0x172f6b,MAS.,4
0x173001,th smooth action.,17
0x173078,agazine in a few seconds.,25
0x1730ef,laymore Mines.,14
0x173240,d shotgun.,10
0x173319,isticated motion detectors.,27
0x1733de,kita Missiles.,14
0x17341e,e cones.,8
0x1734f8,atch the gauge carefully.,25
0x1735fa,niper rifles in the world.,26
0x17367a,e of 100 meters.,16
0x173780,iss your target by inches.,26
0x173832,tinger missiles. Great!,23
0x17390d,sshairs.,8
0x1739a1,rcraft with them.,17
0x1739ed,tics.,5
0x173a84,g for Stingers.,15
0x173b1a,tol.,4
0x173b7e,n you fire.,11
0x173bc5,m your muzzle.,14
0x173c60,ire your weapon.,16
0x173cd7,n when it is equipped.,22
0x173dff,th optic stealth technology.,28
0x173e5d,l show up on your radar.,24
0x173ed5,e it carefully.,15
0x173f6f,", hazardous waste...",20
0x174007,"so bad, no?",12
0x174084,d box.,6
0x174113,ed paper.,9
0x17419a,n wearing hats.,15
0x174206,en cardboard boxes.,19
0x1742a6,ed for packing.,15
0x1743ce,und.,4
0x1743e6,"way, what's with the box?",25
0x174414,ing...no big deal.,18
0x174485,s Mask. Good.,13
0x1744f8,ill restrict your field of vision.,34
0x174701,izer? Yes.,10
0x174748,er hands from quivering.,24
0x174776,hould try the same thing.,25
0x17480f,t use special lenses.,21
0x174915,t just as if it was day.,24
0x1749f1,oo long a period of time.,25
0x174ab4,ight-Vision Goggles.,20
0x174b2e,e optic stealth systems.,24
0x174b5c,able to spot Claymores too.,28
0x174bb3,se them too much.,17
0x174c5d,cine to me.,11
0x174d40,s not a hemp rope is it?,24
0x174e1a,ke it will not be a problem.,28
0x174ebd,u take from gunfire.,20
0x174f57,y on it too much.,17
0x17504b,g of this century.,18
0x17509e,arheads.,8
0x1751f6,city.,5
0x17525b,T-2...,6
0x1752cd,lict with START-2?,18
0x1753a6,emendously.,11
0x1753ca,sn't it?,8
0x17554d,cles).,6
0x1755b8,disposed of.,13
0x17564f,"smantling facility,",19
0x175698,s they can process.,19
0x17583a,t nuclear fuel.,15
0x1758b1,ons of nuclear material.,24
0x1759ed,of this century.,17
0x175a40,rheads.,7
0x175b98,ity.,4
0x175bfd,-2...,5
0x175c6f,ict with START-2?,17
0x175d48,mendously.,10
0x175d6c,n't it?,7
0x175ece,les).,5
0x175f3a,isposed of.,11
0x175faf,"mantling facility,",18
0x175ff8,they can process.,18
0x17617d,lear fuel.,10
0x1761f0,ns of nuclear material.,23
0x1762b3,W70,5
0x176515,ell.,4
0x1765a1,o accept.,9
0x1766e5,nuclear weapon?,16
0x17674a,can I...,9
0x176795,with information...,20
0x17698f,ecurity cameras? Da.,20
0x176a1c,you will be able to disable it.,31
0x176d23,accept.,8
0x176e68,uclear weapon?,14
0x176ecd,an I...,7
0x176f18,ith information...,18
0x1770d8,0B1,8
0x17719e,ver be eliminated.,18
0x17720f,n as the ultimate goal.,23
0x17730f,rence theory.,13
0x1773d6,en more than enough of it...,28
0x17745f,"l 26, 1986.",11
0x17750a,north of there.,16
0x1775dc,dren died...,12
0x177704,t that keeps us alive.,22
0x17775f,t another generation.,21
0x17781f,mething similar.,16
0x1778a8,"ing agents, so...",17
0x177976,nvades an animal's nerves.,26
0x1779f8,e tremendous.,13
0x177a91,he case of a leak.,18
0x177b2a,ter try to shake it off.,24
0x177bd8,s Command Pistol.,17
0x177c65,ule) for night-time combat.,27
0x177ce5,lp you aim.,11
0x177d29,"ip that, too.",13
0x177ed5,rt of thing.,12
0x177fa1,ents temporarily.,17
0x178102,d frequency responses.,22
0x17812f,se electronic equipment.,24
0x178232,eforehand.,10
0x178414,ny way you want.,16
0x178459,"ve power of dynamite,",21
0x1784d8,rned or beaten.,15
0x178517,", yes?",6
0x1785e1,y when it goes off.,19
0x178751,h smooth action.,16
0x1787c8,gazine in a few seconds.,24
0x17883f,aymore Mines.,13
0x178990,shotgun.,9
0x178a69,sticated motion detectors.,26
0x178b2e,ita Missiles.,13
0x178b6e,cones.,7
0x178c48,tch the gauge carefully.,24
0x178d4a,iper rifles in the world.,25
0x178dca,of 100 meters.,15
0x178ed0,ss your target by inches.,25
0x178f82,inger missiles. Great!,22
0x17905d,shairs.,7
0x1790f1,craft with them.,16
0x17913d,ics.,4
0x1791d4,for Stingers.,14
0x1792ce,you fire.,10
0x179315,your muzzle.,13
0x1793b0,re your weapon.,15
0x179427,when it is equipped.,21
0x17954f,h optic stealth technology.,27
0x1795ad,show up on your radar.,23
0x179625,it carefully.,14
0x1796bf,hazardous waste...,19
0x179758,"o bad, no?",10
0x1797d4,box.,5
0x179863,d paper.,8
0x1798ea,wearing hats.,14
0x179956,n cardboard boxes.,18
0x1799f6,d for packing.,14
0x179b36,"ay, what's with the box?",24
0x179b64,ng...no big deal.,17
0x179bd5,Mask. Good.,12
0x179c48,ll restrict your field of vision.,33
0x179e51,zer? Yes.,9
0x179e98,r hands from quivering.,23
0x179ec6,ould try the same thing.,24
0x179f5f,use special lenses.,20
0x17a065,just as if it was day.,23
0x17a141,o long a period of time.,24
0x17a204,ght-Vision Goggles.,19
0x17a27e,optic stealth systems.,23
0x17a2ad,ble to spot Claymores too.,26
0x17a303,e them too much.,16
0x17a3ad,ine to me.,10
0x17a490,not a hemp rope is it?,23
0x17a56a,e it will not be a problem.,27
0x17a60d,take from gunfire.,19
0x17a6a7,on it too much.,16
0x17a79d,f this century.,15
0x17a7ef,heads.,6
0x17a9ac,2...,4
0x17aa1e,ct with START-2?,16
0x17aaf7,endously.,9
0x17ab1b,'t it?,6
0x17ac9e,es).,4
0x17ad0a,sposed of.,10
0x17ada0,"antling facility,",17
0x17adea,hey can process.,16
0x17af8f,ear fuel.,9
0x17b002,s of nuclear material.,22
0x17b13f,this century.,14
0x17b191,eads.,5
0x17b3c0,t with START-2?,15
0x17b499,ndously.,8
0x17b4bd,t it?,5
0x17b68b,posed of.,9
0x17b700,"ntling facility,",16
0x17b74a,ey can process.,15
0x17b8ce,ar fuel.,8
0x17b941,of nuclear material.,21
0x17ba03,70,4
0x17bcf3,ccept.,6
0x17be37,clear weapon?,13
0x17be9c,n I...,6
0x17bee7,th information...,17
0x17c0df,curity cameras? Da.,19
0x17c16c,ou will be able to disable it.,30
0x17c475,cept.,5
0x17c5b9,lear weapon?,12
0x17c669,h information...,16
0x17c829,B1,6
0x17c8ee,er be eliminated.,17
0x17c95f,as the ultimate goal.,22
0x17ca5f,ence theory.,12
0x17cb26,n more than enough of it...,27
0x17cbaf,"26, 1986.",10
0x17cc5b,orth of there.,14
0x17cd2c,ren died...,11
0x17ce54,that keeps us alive.,21
0x17ceaf,another generation.,20
0x17cf6f,ething similar.,15
0x17cff8,"ng agents, so...",16
0x17d0c6,vades an animal's nerves.,25
0x17d148,tremendous.,12
0x17d1e1,e case of a leak.,17
0x17d27a,er try to shake it off.,23
0x17d328,Command Pistol.,16
0x17d3b5,le) for night-time combat.,26
0x17d435,p you aim.,10
0x17d479,"p that, too.",12
0x17d625,t of thing.,11
0x17d6f1,nts temporarily.,16
0x17d852,frequency responses.,21
0x17d87f,e electronic equipment.,23
0x17d982,forehand.,9
0x17db64,y way you want.,15
0x17dba9,"e power of dynamite,",20
0x17dc28,ned or beaten.,14
0x17dc67,yes?,5
0x17dd31,when it goes off.,18
0x17dea1,smooth action.,15
0x17df18,azine in a few seconds.,23
0x17df8f,ymore Mines.,12
0x17e0e1,hotgun.,7
0x17e1b9,ticated motion detectors.,25
0x17e27e,ta Missiles.,12
0x17e2bf,ones.,5
0x17e398,ch the gauge carefully.,23
0x17e49a,per rifles in the world.,24
0x17e51b,f 100 meters.,13
0x17e620,s your target by inches.,24
0x17e6d2,nger missiles. Great!,21
0x17e7ad,hairs.,6
0x17e841,raft with them.,15
0x17e925,or Stingers.,12
0x17ea1f,ou fire.,8
0x17ea66,our muzzle.,11
0x17eb00,e your weapon.,14
0x17eb78,hen it is equipped.,19
0x17ec9f,optic stealth technology.,26
0x17ecfe,how up on your radar.,21
0x17ed76,t carefully.,12
0x17ee10,azardous waste...,17
0x17eea8,"bad, no?",9
0x17efb3,paper.,7
0x17f03b,earing hats.,12
0x17f0a6,cardboard boxes.,17
0x17f146,for packing.,13
0x17f286,"y, what's with the box?",23
0x17f2b4,g...no big deal.,16
0x17f326,ask. Good.,10
0x17f398,l restrict your field of vision.,32
0x17f5a1,er? Yes.,8
0x17f5e8,hands from quivering.,22
0x17f616,uld try the same thing.,23
0x17f6b0,se special lenses.,18
0x17f7b6,ust as if it was day.,21
0x17f891,long a period of time.,23
0x17f954,ht-Vision Goggles.,18
0x17f9cf,ptic stealth systems.,21
0x17f9fd,le to spot Claymores too.,25
0x17fa53,them too much.,15
0x17fafd,ne to me.,9
0x17fbe1,ot a hemp rope is it?,21
0x17fcba,it will not be a problem.,26
0x17fd5e,ake from gunfire.,17
0x17fdf8,n it too much.,14
0x17feef,his century.,12
0x17ff40,ads.,4
0x18016f,with START-2?,14
0x180248,dously.,7
0x18045b,osed of.,8
0x1804f1,"tling facility,",15
0x18053b,y can process.,14
0x1806e0,r fuel.,7
0x180754,f nuclear material.,19
0x180891,is century.,11
0x180b12,ith START-2?,12
0x180bea,ously.,6
0x180ddc,sed of.,7
0x180e51,"ling facility,",14
0x180e9b,can process.,13
0x18101f,fuel.,6
0x181093,nuclear material.,18
0x181444,ept.,4
0x181588,ear weapon?,11
0x181638,information...,15
0x18182f,urity cameras? Da.,18
0x1818bc,u will be able to disable it.,29
0x181d0a,ar weapon?,10
0x181dbb,nformation...,13
0x181f79,B1,5
0x18203e,r be eliminated.,16
0x1820b0,s the ultimate goal.,20
0x1821af,nce theory.,11
0x182276,more than enough of it...,26
0x182300,"6, 1986.",8
0x1823ab,rth of there.,13
0x18247c,en died...,10
0x1825a5,hat keeps us alive.,19
0x182600,nother generation.,18
0x1826bf,thing similar.,14
0x182748,"g agents, so...",15
0x182816,ades an animal's nerves.,24
0x182899,remendous.,10
0x182931,case of a leak.,16
0x1829ca,r try to shake it off.,22
0x182a79,ommand Pistol.,14
0x182b05,e) for night-time combat.,25
0x182b85,you aim.,9
0x182bc9,"that, too.",11
0x182d75,of thing.,10
0x182e41,ts temporarily.,15
0x182fa3,requency responses.,19
0x182fcf,electronic equipment.,22
0x1830d2,orehand.,8
0x1832b4,way you want.,14
0x1832f9,"power of dynamite,",19
0x183378,ed or beaten.,13
0x183482,hen it goes off.,16
0x1835f2,mooth action.,13
0x183668,zine in a few seconds.,22
0x1836df,more Mines.,11
0x183831,otgun.,6
0x183909,icated motion detectors.,24
0x1839ce,a Missiles.,11
0x183a0f,nes.,4
0x183ae8,h the gauge carefully.,22
0x183bea,er rifles in the world.,23
0x183c6b,100 meters.,12
0x183d70,your target by inches.,23
0x183e22,ger missiles. Great!,20
0x183efd,airs.,5
0x183f91,aft with them.,14
0x184075,r Stingers.,11
0x18416f,u fire.,7
0x1841b6,ur muzzle.,10
0x184250,your weapon.,13
0x1842c8,en it is equipped.,18
0x1843f0,ptic stealth technology.,24
0x18444e,ow up on your radar.,20
0x1844c6,carefully.,11
0x184560,zardous waste...,16
0x1845f9,"ad, no?",7
0x184704,aper.,5
0x18478b,aring hats.,11
0x1847f7,ardboard boxes.,15
0x184897,or packing.,11
0x1849d6,", what's with the box?",22
0x184a04,...no big deal.,15
0x184a76,sk. Good.,9
0x184ae8,restrict your field of vision.,31
0x184cf1,r? Yes.,7
0x184d39,ands from quivering.,20
0x184d66,ld try the same thing.,22
0x184e00,e special lenses.,17
0x184f06,st as if it was day.,20
0x184fe2,ong a period of time.,21
0x1850a4,t-Vision Goggles.,17
0x18511f,tic stealth systems.,20
0x18514d,e to spot Claymores too.,24
0x1851a4,hem too much.,13
0x18524d,e to me.,8
0x185331,t a hemp rope is it?,20
0x18540b,t will not be a problem.,24
0x1854ae,ke from gunfire.,16
0x185548,it too much.,13
0x185640,s century.,10
0x1858c1,th START-2?,11
0x185999,usly.,5
0x185bac,ed of.,6
0x185c42,"ing facility,",13
0x185c8d,an process.,11
0x185e32,uel.,4
0x185ea6,uclear material.,16
0x185fe4,entury.,7
0x186263,h START-2?,10
0x18633b,sly.,4
0x18652d,d of.,5
0x1865a2,"ng facility,",12
0x1865ed,n process.,10
0x1867e5,clear material.,15
0x186cd9,r weapon?,9
0x186d8a,formation...,12
0x186f7f,rity cameras? Da.,17
0x18700c,will be able to disable it.,28
0x18745b,weapon?,8
0x18750c,ormation...,11
0x1876c9,B1,4
0x18778e,be eliminated.,15
0x187800,the ultimate goal.,19
0x1878ff,ce theory.,10
0x1879c7,ore than enough of it...,24
0x187a50,", 1986.",7
0x187afb,th of there.,12
0x187bcc,n died...,9
0x187cf5,at keeps us alive.,18
0x187d50,other generation.,17
0x187e0f,hing similar.,13
0x187e98,"agents, so...",14
0x187f66,des an animal's nerves.,23
0x187fe9,emendous.,9
0x188082,ase of a leak.,14
0x18811a,try to shake it off.,21
0x1881c9,mmand Pistol.,13
0x188255,) for night-time combat.,24
0x1882d6,ou aim.,7
0x18831a,"hat, too.",9
0x1884c6,f thing.,8
0x188591,s temporarily.,14
0x1886f3,equency responses.,18
