offset,texto,tamanho_bytes,encoding,texto_traduzido
0x5ac38,0gets ready to shoot the remote control missile.,49,shift_jis,
0x5ad09,6the nuclear launch. Floors with high voltage electric,55,shift_jis,
0x5ad41,0currents blocked his way in the nuclear warhead,49,shift_jis,
0x5ad73,".storage building 2nd floor basement, but with",47,shift_jis,
0x5ada3,"1Deepthroat's advice, Snake destroys the electric",50,shift_jis,
0x5add6,2control panel with a remote missile and goes past,51,shift_jis,
0x5ae0a,0this area. Snake heads for the northeast of the,49,shift_jis,
0x5ae3c,+nuclear warhead storage building 2nd floor,44,shift_jis,
0x5ae69,basement.,11,shift_jis,
0x5af17,.the nuclear launch. After going past the high,47,shift_jis,
0x5af47,/voltage electric floors in the nuclear warhead,48,shift_jis,
0x5af78,"0storage building 2nd floor basement, Snake sees",49,shift_jis,
0x5afaa,/a bunch of dead enemy soldiers and the stealth,48,shift_jis,
0x5afdb,*camouflage shadow. Sensing the endangered,43,shift_jis,
0x5b007,"1life of Dr. Emmerich, Snake heads for the lab in",50,shift_jis,
0x5b03a,-the northwest of the nuclear warhead storage,46,shift_jis,
0x5b069,1building 2nd floor basement where he is trapped.,50,shift_jis,
0x5b0da,"2Snake successfully rescues Otacon, but is shocked",51,shift_jis,
0x5b10e,4by the fact that the Ninja he drove away is his war,53,shift_jis,
0x5b144,0buddy Gray Fox. Discovering that Metal Gear has,49,shift_jis,
0x5b176,5been developed against his will as a nuclear missile,54,shift_jis,
0x5b1ad,".launching walking tank, Otacon offers to help",47,shift_jis,
0x5b1dd,4Snake. Snake tries to meet up with Meryl to get the,53,shift_jis,
0x5b213,0detonation code emergency override key that she,49,shift_jis,
0x5b245,"3has. According to Otacon, Meryl is disguised as an",52,shift_jis,
0x5b27a,enemy soldier.,16,shift_jis,
0x5b2cc,",After meeting up with Meryl, Snake gets the",45,shift_jis,
0x5b2fa,1detonation code emergency override key from her.,50,shift_jis,
0x5b32d,",However, she only had one of the three keys",45,shift_jis,
0x5b35b,"0To stop the nuclear attack, one must deactivate",49,shift_jis,
0x5b38d,3the detonation code or destroy Metal Gear itself.,52,shift_jis,
0x5b3c2,*Snake and Meryl head for the underground,43,shift_jis,
0x5b3ee,+maintenance base where Metal Gear is being,44,shift_jis,
0x5b41b,stored.,10,shift_jis,
0x5b426,"/According to Meryl, there is no way other than",48,shift_jis,
0x5b457,-going north from the Commander's room on the,46,shift_jis,
0x5b486,*1st floor basement in the nuclear warhead,43,shift_jis,
0x5b4b2,storage building.,19,shift_jis,
0x5b562,"-However, she only had one of the three keys.",46,shift_jis,
0x5b5c3,2the detonation code or destroy Metal Gear itself.,51,shift_jis,
0x5b5f7,)Snake and Meryl head for the underground,42,shift_jis,
0x5b64f,"-stored, from the Commander's room on the 1st",46,shift_jis,
0x5b67e,.floor basement in the nuclear warhead storage,47,shift_jis,
0x5b6ae,",building. But suddenly, Meryl starts acting",45,shift_jis,
0x5b6dc,weird...,10,shift_jis,
0x5b6f5,@8`4VoVoPePlOPrUPd,37,latin-1,
0x5b725,"1To stop the terrorists' nuclear attack, one must",50,shift_jis,
0x5b758,0deactivate the detonation code or destroy Metal,49,shift_jis,
0x5b78a,*Gear itself. Snake and Meryl head for the,43,shift_jis,
0x5b7b6,)underground maintenance base where Metal,42,shift_jis,
0x5b7e1,")Gear is being stored. However, FOX-HOUND",42,shift_jis,
0x5b80c,%member Psycho Mantis confronts them.,38,shift_jis,
0x5b833,"1After losing the battle, Mantis tells Snake that",50,shift_jis,
0x5b866,*there is no way to get to the underground,43,shift_jis,
0x5b892,-maintenance base other than going north from,46,shift_jis,
0x5b8c1,*the Commander's room and through the cave,43,shift_jis,
0x5b8ed,to the Communications Tower.,30,shift_jis,
0x5b90c,Then Mantis dies.,19,shift_jis,
0x5b9ef,",Communications Tower -- the only way to the",45,shift_jis,
0x5ba1d,(underground maintenance base. FOX-HOUND,41,shift_jis,
0x5ba47,"/member Sniper Wolf fires at them, and Meryl is",48,shift_jis,
0x5ba78,/badly wounded. It is a trap to lure out Snake.,48,shift_jis,
0x5baa9,",Snake must get a PSG1 to beat Wolf and save",45,shift_jis,
0x5bbb2,'Communications Tower. FOX-HOUND member,40,shift_jis,
0x5bbdb,".Sniper Wolf fires at them, and Meryl is badly",47,shift_jis,
0x5bc0b,"/wounded. To save Meryl, Snake heads to the 2nd",48,shift_jis,
0x5bc3c,"0floor basement of the tank hangar for the PSG1,",49,shift_jis,
0x5bc6e,1the only weapon effective to fight against Wolf.,50,shift_jis,
0x5bcb5,"@`
VoVoPePliuPri{Pd",37,latin-1,
0x5bda4,"*underground maintenance base. However, on",43,shift_jis,
0x5bdd0,"0their way through the underground passage, FOX-",49,shift_jis,
0x5be02,)HOUND member Sniper Wolf fires at Meryl.,42,shift_jis,
0x5be2d,0Acquiring the PSG1 -- the only weapon effective,49,shift_jis,
0x5be5f,"0to fight  against Wolf, Snake heads back to the",49,shift_jis,
0x5be91,#underground passage to save Meryl.,36,shift_jis,
0x5bfdf,".their way through underground passage, Sniper",47,shift_jis,
0x5c00f,"/Wolf fires at Meryl. Acquiring the PSG1, Snake",48,shift_jis,
0x5c040,"/beats Wolf. However, Meryl is no longer there.",48,shift_jis,
0x5c071,.Snake heads north to get clues to find Meryl.,47,shift_jis,
0x5c173,/underground maintenance base. Meryl is shot by,48,shift_jis,
0x5c1a4,"/Sniper Wolf and is taken hostage, and Snake is",48,shift_jis,
0x5c1d5,also captured.,16,shift_jis,
0x5c1e6,.Enduring the torture with Meryl's life on the,47,shift_jis,
0x5c216,"0line,  Snake waits for an opportunity to escape",49,shift_jis,
0x5c248,the cell.,11,shift_jis,
0x5c2c8,*deactivate the detonation code or destroy,43,shift_jis,
0x5c2f4,0Metal Gear itself. Snake and Meryl head for the,49,shift_jis,
0x5c399,"0Suffering Ocelot's torture, Snake can no longer",49,shift_jis,
0x5c3cb,3resist the pain and submits. Ocelot tells him that,52,shift_jis,
0x5c400,he will kill Meryl.,21,shift_jis,
0x5c457,"/The government refused to fulfill the demands,",48,shift_jis,
0x5c488,5the terrorists started preparing for launch. To stop,54,shift_jis,
0x5c4bf,"/the launch, Snake must use the detonation code",48,shift_jis,
0x5c4f0,*emergency override key at the underground,43,shift_jis,
0x5c51c,/maintenance base or destroy Metal Gear itself.,48,shift_jis,
0x5c54d,".Taken hostage, Snake is subjected to Ocelot's",47,shift_jis,
0x5c57d,".torture. If he submits, Meryl will be killed.",47,shift_jis,
0x5c5ad,".Campbell tells Snake, who is drained from the",47,shift_jis,
0x5c5dd,"1torture, that Metal Gear is equipped with a new-",50,shift_jis,
0x5c610,)type of nuclear warhead. Snake waits for,42,shift_jis,
0x5c63b,#an opportunity to escape the cell.,36,shift_jis,
0x5c66b,@]`YVoVoPePlkPrkPd,37,latin-1,
0x5c791,")Taken hostage, Snake submits to Ocelot's",42,shift_jis,
0x5c7bc,/torture and is told that Meryl will be killed.,48,shift_jis,
0x5c7ed,"*While Snake is haunted with great regret,",43,shift_jis,
0x5c819,1Campbell tells Snake that Metal Gear is equipped,50,shift_jis,
0x5c84c,0with a new-type of nuclear warhead. To stop the,49,shift_jis,
0x5c87e,"2launch, Snake waits for the opportunity to escape",51,shift_jis,
0x5c8f9,"1After outlasting Ocelot's torture, Snake escapes",50,shift_jis,
0x5c92c,"2from the cell. However, Meryl, taken as the other",51,shift_jis,
0x5c960,"2hostage, cannot be found. The terrorist's demands",51,shift_jis,
0x5c994,.have been rejected and they are preparing to,47,shift_jis,
0x5c9c4,.launch a new-type of nuclear warhead. To stop,47,shift_jis,
0x5ca51,",maintenance base up north, or destroy Metal",45,shift_jis,
0x5ca7f,Gear itself.,14,shift_jis,
0x5ca8e,-Snake first collects his belongings and then,46,shift_jis,
0x5cabd,",heads north for the underground maintenance",45,shift_jis,
0x5caeb,base.,7,shift_jis,
0x5cafe,@>`:VoVoPePlKbPrKhPd,37,latin-1,
0x5cb61,"/from the cell with the help of Ninja. However,",48,shift_jis,
0x5cb92,"-Meryl, taken as the other hostage, cannot be",46,shift_jis,
0x5cbc1,)found. The terrorist's demands have been,42,shift_jis,
0x5cbec,*rejected and they are preparing to launch,43,shift_jis,
0x5cc18,"*a new-type nuclear warhead. To stop that,",43,shift_jis,
0x5cc44,-Snake must use the detonation code emergency,46,shift_jis,
0x5cc73,",override key at the underground maintenance",45,shift_jis,
0x5cca1,"-base up north, or destroy Metal Gear itself.",46,shift_jis,
0x5cd3d,@X`TVoVoPePlEPrKPd,37,latin-1,
0x5cd6d,"5After Snake submits to the torture, Ocelot tells him",54,shift_jis,
0x5cda4,5that Meryl will be killed. While being torn apart by,54,shift_jis,
0x5cddb,"0the feelings of regret, Snake managed to escape",49,shift_jis,
0x5ce0d,1from the cell. The terrorist's demands have been,50,shift_jis,
0x5ce40,1rejected and they are preparing to launch a new-,50,shift_jis,
0x5ce73,"2type of nuclear warhead. To stop that, Snake must",51,shift_jis,
0x5cea7,/use the detonation code emergency override key,48,shift_jis,
0x5ced8,".at the underground maintenance base up north,",47,shift_jis,
0x5cf08,3or destroy Metal Gear itself. Snake first collects,52,shift_jis,
0x5cf3d,",his belongings and then heads north for the",45,shift_jis,
0x5cf6b,underground maintenance base.,31,shift_jis,
0x5cf96,@e`aVoVoPePlKbPrKhPd,37,latin-1,
0x5d034,"0the feelings of regret, Snake escapes from the",49,shift_jis,
0x5d066,5cell with the help of Ninja. The terrorist's demands,54,shift_jis,
0x5d09d,-have been rejected and they are preparing to,46,shift_jis,
0x5d0cc,"4launch a new-type of nuclear warhead. To stop that,",53,shift_jis,
0x5d131,1override key at the underground maintenance base,50,shift_jis,
0x5d164,"4up north, or destroy Metal Gear itself. Snake first",53,shift_jis,
0x5d19a,1collects his belongings and then heads north for,50,shift_jis,
0x5d1cd,"""the underground maintenance base.",35,shift_jis,
0x5d22c,2The terrorists have started preparing to launch a,51,shift_jis,
0x5d260,"1new-type of nuclear warhead. To stop that, Snake",50,shift_jis,
0x5d293,0must use the detonation code emergency override,49,shift_jis,
0x5d2c5,+key at the underground maintenance base up,44,shift_jis,
0x5d2f2,"6north, or destroy Metal Gear itself. After outlasting",55,shift_jis,
0x5d32a,"/Ocelot's torture, Snake escapes from the cell.",48,shift_jis,
0x5d35b,",However, Meryl, taken as the other hostage,",45,shift_jis,
0x5d389,1cannot be found. Snake makes a detour around the,50,shift_jis,
0x5d3bc,0glaciers and heads for the Communications Tower,49,shift_jis,
0x5d3ee,+to enter the underground maintenance base.,44,shift_jis,
0x5d429,@F`BVoVoPePlKbPrKhPd,37,latin-1,
0x5d557,"3Ocelot's torture, Snake escapes from the cell with",52,shift_jis,
0x5d58c,"4the help of the Ninja. However, Meryl, taken as the",53,shift_jis,
0x5d5c2,".other hostage, cannot be found. Snake makes a",47,shift_jis,
0x5d5f2,-detour around the glaciers and heads for the,46,shift_jis,
0x5d621,.Communications Tower to enter the underground,47,shift_jis,
0x5d651,maintenance base.,19,shift_jis,
0x5d670,@J`FVoVoPePlEPrKPd,37,latin-1,
0x5d6d7,"3that Meryl will be killed. While in despair, Snake",52,shift_jis,
0x5d70c,3escapes from the cell. The terrorists have started,52,shift_jis,
0x5d741,2preparing to launch the new-type nuclear warhead.,51,shift_jis,
0x5d775,",To stop that, Snake must use the detonation",45,shift_jis,
0x5d7a3,/code emergency override key at the underground,48,shift_jis,
0x5d802,"1Gear itself. After escaping from the cell, Snake",50,shift_jis,
0x5d835,-makes a detour around the glaciers and heads,46,shift_jis,
0x5d864,*for the Communications Tower to enter the,43,shift_jis,
0x5d8bb,@`VoVoPePlEPrKPd,37,latin-1,
0x5d957,2escapes from the cell with the help of the Ninja.,51,shift_jis,
0x5d9bf,"1new-type of nuclear warhead. To stop the launch,",50,shift_jis,
0x5da54,".up north, or destroy Metal Gear itself. After",47,shift_jis,
0x5da84,"3escaping from the cell with the help of the Ninja,",52,shift_jis,
0x5dab9,-Snake makes a detour around the glaciers and,46,shift_jis,
0x5dae8,0heads for the Communications Tower to enter the,49,shift_jis,
0x5db42,@d``VoVoPePlSPrYPd,37,latin-1,
0x5dc36,"3base up north, or destroy Metal Gear itself. After",52,shift_jis,
0x5dc6b,"1outlasting Ocelot's torture, Snake escapes from.",50,shift_jis,
0x5dc9e,"-the cell. However, Meryl, taken as the other",46,shift_jis,
0x5dccd,"0hostage, cannot be found. Snake infiltrates the",49,shift_jis,
0x5dcff,0Communications Tower and heads for the walk way,49,shift_jis,
0x5dd31,0on an upper floor to detour around the glaciers,49,shift_jis,
0x5dd63,2that block the way to the underground maintenance,51,shift_jis,
0x5dda7,@u`qVoVoPePlSPrYPd,37,latin-1,
0x5de78,3preparing to launch a new-type of nuclear warhead.,52,shift_jis,
0x5dead,"2To stop the launch, Snake must use the detonation",51,shift_jis,
0x5df40,"3Gear itself. After escaping, Snake infiltrates the",52,shift_jis,
0x5dfa7,5on an upper floor to detour around the glaciers that,54,shift_jis,
0x5dfde,-block the way to the underground maintenance,46,shift_jis,
0x5e080,",from the cell. However, Meryl, taken as the",45,shift_jis,
0x5e0ae,"*other hostage, cannot be found. To detour",43,shift_jis,
0x5e0da,",around the glaciers blocking the way to the",45,shift_jis,
0x5e108,"+underground maintenance base, Snake climbs",44,shift_jis,
0x5e135,.up to the roof of the Communications Tower A.,47,shift_jis,
0x5e165,"/However, Liquid and his Hind D are waiting for",48,shift_jis,
0x5e196,+him. The walkway collapses from the Hind's,44,shift_jis,
0x5e1c3,.attack. The only way left to proceed is to go,47,shift_jis,
0x5e1f3,0down the wall on the north side of the roof of,49,shift_jis,
0x5e225,",Communications Tower A. A rope is necessary",45,shift_jis,
0x5e253,to do so.,11,shift_jis,
0x5e297,"1After Snake submits to the torture, Ocelot tells",50,shift_jis,
0x5e2ca,.him that Meryl will be killed. While being in,47,shift_jis,
0x5e2fa,"0despair, Snake escapes from the cell. To detour",49,shift_jis,
0x5e35a,",underground maintenance base, Snake climbs",45,shift_jis,
0x5e446,/down the wall on the north side of the roof of,48,shift_jis,
0x5e601,"/However, Liquid and his Hind D are waitinf for",48,shift_jis,
0x5e6c0,"-Communications Tower A. With his rope, Snake",46,shift_jis,
0x5e6ef,*heads for the northern end of the roof of,43,shift_jis,
0x5e71b,Communications Tower A.,25,shift_jis,
0x5e9c3,@\`XVoVoPePlvPr|Pd,37,latin-1,
0x5e9f3,.To stop the launch of the new-type of nuclear,47,shift_jis,
0x5ea23,",warhead, Snake must use the detonation code",45,shift_jis,
0x5ea7d,"1maintenance base up north, or destroy Metal Gear",50,shift_jis,
0x5eab0,"3itself. After escaping from the cell, Snake climbs",52,shift_jis,
0x5eae5,/up Communications Tower A to detour around the,48,shift_jis,
0x5eb16,-glaciers blocking the way to the underground,46,shift_jis,
0x5eb45,"+maintenance base. However, Liquid's Hind D",44,shift_jis,
0x5eb72,2destroys the walkway. To get out of this terrible,51,shift_jis,
0x5eba6,"5situation, Snake starts rappelling along the wall of",54,shift_jis,
0x5ebdd,"1Communications Tower A, depending totally on his",50,shift_jis,
0x5ec10,rope.,7,shift_jis,
0x5ec20,@`VoVoPePlvPr|Pd,37,latin-1,
0x5ec50,-To stop the launch of the new-type ofnuclear,46,shift_jis,
0x5ecd9,0maintenance base up north or destroy Metal Gear,49,shift_jis,
0x5edcd,1blocks Snake's way. Snake starts rappelling down,50,shift_jis,
0x5ee00,-the wall of Communications Tower A to get to,46,shift_jis,
0x5ee2f,",Communications Tower B. It was obvious that",45,shift_jis,
0x5ee5d,2there was no way for Snake to fight the Hind with,51,shift_jis,
0x5ee91,any of his current weapons...,31,shift_jis,
